,TractFIPS,TotalPopulation,PercentMale,PercentElderly,PercentWhite,City
2731,36005027900.0,7.379,51.1,19.1,34.1,New York
2732,36005028100.0,3.954,45.9,26.6,49.5,New York
2733,36005028300.0,2.489,41.1,14.4,23.6,New York
2734,36005028500.0,3.523,48.5,14.0,62.0,New York
2735,36005028600.0,1.085,52.2,16.6,55.5,New York
2736,36005028700.0,3.153,48.1,15.7,35.2,New York
2737,36005028800.0,3.33,50.9,18.4,58.5,New York
2738,36005028900.0,4.807,48.5,16.0,49.9,New York
2739,36005029302.0,5.569,51.3,28.2,71.6,New York
2740,36005029500.0,4.564,45.2,20.5,63.4,New York
2741,36005029600.0,1.575,46.2,14.9,44.2,New York
2742,36005029700.0,3.799,42.1,30.5,75.5,New York
2743,36005030000.0,6.021,55.0,17.3,47.1,New York
2744,36005030100.0,1.413,41.8,44.3,62.2,New York
2745,36005030200.0,8.704,41.7,23.5,11.9,New York
2746,36005030701.0,5.726,48.6,29.7,77.1,New York
2747,36005031000.0,4.753,43.8,33.7,35.5,New York
2748,36005031200.0,1.678,50.4,16.1,44.1,New York
2749,36005031400.0,2.079,49.0,26.1,51.8,New York
2750,36005031600.0,1.9,51.9,15.5,46.7,New York
2751,36005031800.0,2.179,44.6,24.6,46.0,New York
2752,36005032300.0,4.575,49.4,31.8,70.9,New York
2753,36005032400.0,3.177,47.5,11.4,17.8,New York
2754,36005032600.0,3.407,42.7,19.4,45.3,New York
2755,36005032800.0,3.839,49.2,13.3,24.8,New York
2756,36005033000.0,5.776,49.7,13.2,54.2,New York
2757,36005033201.0,5.564,52.6,11.3,41.3,New York
2758,36005033202.0,4.033,47.2,26.7,28.5,New York
2759,36005033500.0,2.048,46.3,18.6,76.5,New York
2760,36005033600.0,6.714,41.2,8.5,20.9,New York
2761,36005033700.0,2.521,49.1,23.5,70.1,New York
2762,36005033800.0,4.105,49.7,10.2,18.3,New York
2763,36005034000.0,5.606,48.1,8.4,19.1,New York
2764,36005034200.0,1.888,46.2,17.6,15.3,New York
2765,36005034300.0,1.665,46.1,18.9,43.8,New York
2766,36005034400.0,2.172,45.5,12.9,15.8,New York
2767,36005034500.0,3.54,54.0,25.5,53.9,New York
2768,36005034800.0,5.707,48.0,17.9,13.0,New York
2769,36005035000.0,2.063,45.0,13.6,10.4,New York
2770,36005035100.0,3.74,48.3,11.4,73.3,New York
2771,36005035600.0,2.254,49.1,15.4,5.7,New York
2772,36005035800.0,8.172,47.0,16.1,12.8,New York
2773,36005035900.0,2.053,50.0,14.4,12.0,New York
2774,36005036000.0,3.271,49.7,19.9,21.1,New York
2775,36005036100.0,5.576,38.8,18.1,22.7,New York
2776,36005036300.0,7.517,50.9,8.6,24.9,New York
2777,36005036400.0,2.565,45.5,16.6,2.0,New York
2778,36005036501.0,3.901,49.7,13.2,21.4,New York
2779,36005036502.0,2.62,48.6,6.9,10.3,New York
2780,36005036700.0,2.395,49.4,6.5,16.5,New York
2781,36005036800.0,2.109,45.3,13.9,7.3,New York
2782,36005036901.0,2.101,50.5,12.9,14.1,New York
2783,36005036902.0,2.074,46.3,11.6,20.9,New York
2784,36005037000.0,2.416,44.7,16.8,6.2,New York
2785,36005037100.0,4.226,44.9,16.4,26.8,New York
2786,36005037200.0,2.132,39.4,14.4,14.4,New York
2787,36005037300.0,6.373,40.2,8.1,12.0,New York
2788,36005037400.0,3.861,40.3,14.4,20.1,New York
2789,36005037504.0,3.323,45.5,12.0,26.1,New York
2790,36005037600.0,2.197,51.3,14.2,15.7,New York
2791,36005037800.0,2.9,50.4,11.0,10.3,New York
2792,36005037900.0,5.469,48.6,7.7,6.9,New York
2793,36005038000.0,5.239,46.7,13.9,8.2,New York
2794,36005038100.0,7.647,50.4,8.9,25.5,New York
2795,36005038200.0,3.1,50.0,10.6,10.2,New York
2796,36005038301.0,5.084,49.1,6.1,8.8,New York
2797,36005038302.0,6.032,42.1,7.5,9.5,New York
2798,36005038500.0,4.766,48.1,7.7,8.8,New York
2799,36005038600.0,8.889,38.9,14.8,1.6,New York
2800,36005038700.0,3.823,54.6,4.8,19.5,New York
2801,36005038800.0,2.763,49.1,18.6,9.8,New York
2802,36005038900.0,5.521,47.4,5.3,29.8,New York
2803,36005039000.0,2.861,50.5,9.1,8.3,New York
2804,36005039100.0,7.544,48.6,8.6,21.7,New York
2805,36005039200.0,1.602,50.2,7.7,6.8,New York
2806,36005039300.0,8.33,38.9,11.7,15.0,New York
2807,36005039400.0,5.647,45.2,11.0,12.8,New York
2808,36005039500.0,4.257,46.4,9.4,14.4,New York
2809,36005039600.0,5.022,44.8,13.0,8.6,New York
2810,36005039700.0,3.744,43.5,7.7,66.6,New York
2811,36005039800.0,3.842,41.3,8.2,7.1,New York
2812,36005039901.0,5.618,50.9,10.8,13.0,New York
2813,36005039902.0,5.646,49.4,6.3,9.4,New York
2814,36005040100.0,4.478,48.7,6.4,9.7,New York
2815,36005040302.0,4.192,46.6,9.4,10.1,New York
2816,36005040303.0,4.9,50.1,9.6,17.0,New York
2817,36005040304.0,3.593,44.4,6.9,12.9,New York
2818,36005040400.0,3.6,43.3,13.1,9.4,New York
2819,36005040501.0,4.399,52.7,8.4,7.0,New York
2820,36005040502.0,7.264,48.3,8.7,10.9,New York
2821,36005040600.0,3.547,43.1,16.7,9.1,New York
2822,36005040701.0,3.12,47.1,9.1,25.9,New York
2823,36005040702.0,7.023,47.6,16.3,20.1,New York
2824,36005040800.0,4.826,43.1,8.2,15.0,New York
2825,36005040900.0,3.194,47.8,16.8,20.8,New York
2826,36005041100.0,3.51,47.6,11.8,22.3,New York
2827,36005041300.0,8.677,49.2,6.2,17.9,New York
2828,36005041400.0,5.158,44.6,15.8,10.1,New York
2829,36005041500.0,6.367,49.6,9.1,14.1,New York
2830,36005041800.0,3.876,42.3,9.9,21.7,New York
2831,36005041900.0,6.035,49.2,8.0,31.9,New York
2832,36005042100.0,5.661,44.7,8.4,25.0,New York
2833,36005042200.0,3.285,44.5,16.0,5.6,New York
2834,36005042300.0,4.313,44.2,10.1,35.0,New York
2835,36005042400.0,2.569,43.3,14.3,9.4,New York
2836,36005042500.0,6.175,53.1,7.1,32.2,New York
2837,36005042600.0,6.729,48.3,17.1,7.4,New York
2838,36005042800.0,2.12,39.4,22.9,12.1,New York
2839,36005042901.0,3.561,47.0,9.8,33.2,New York
2840,36005042902.0,4.041,47.7,9.4,11.9,New York
2841,36005043000.0,3.499,44.2,13.4,10.5,New York
2842,36005043100.0,10.246,47.0,11.2,22.8,New York
2843,36005043400.0,3.71,48.0,14.6,14.8,New York
2844,36005043600.0,2.02,50.1,15.2,8.1,New York
2845,36005044200.0,4.019,42.2,10.6,15.7,New York
2846,36005044400.0,4.295,50.4,15.0,9.4,New York
2847,36005044800.0,2.075,45.4,17.4,6.2,New York
2848,36005044901.0,1.763,48.3,23.4,83.2,New York
2849,36005044902.0,2.041,55.1,16.6,79.8,New York
2850,36005045101.0,1.455,49.0,20.6,81.0,New York
2851,36005045102.0,1.955,43.2,19.7,84.3,New York
2852,36005045600.0,3.22,47.2,16.1,29.7,New York
2853,36005045800.0,5.744,38.8,8.9,19.7,New York
2854,36005046000.0,3.246,42.2,15.7,8.1,New York
2855,36005046201.0,28.109,43.3,28.7,16.9,New York
2856,36005046202.0,9.912,43.9,15.2,8.7,New York
2857,36005048400.0,4.277,48.0,10.0,5.8,New York
2858,36047000100.0,4.405,47.4,19.3,68.4,New York
2859,36047000200.0,1.167,59.8,7.8,55.7,New York
2860,36047000301.0,3.924,49.0,15.8,84.6,New York
2861,36047000501.0,4.308,42.9,17.9,76.9,New York
2862,36047000502.0,2.697,44.9,18.6,82.6,New York
2863,36047000700.0,3.906,47.8,9.7,84.8,New York
2864,36047000900.0,4.518,50.3,8.5,78.0,New York
2865,36047001100.0,1.468,58.4,1.0,66.2,New York
2866,36047001300.0,1.917,51.9,22.2,68.4,New York
2867,36047001500.0,9.011,43.3,5.0,33.4,New York
2868,36047002000.0,1.412,49.9,5.2,47.5,New York
2869,36047002100.0,5.106,49.5,2.5,79.4,New York
2870,36047002200.0,4.698,46.8,16.8,53.2,New York
2871,36047002300.0,4.219,43.2,13.1,8.8,New York
2872,36047002901.0,4.447,44.7,7.4,8.4,New York
2873,36047003000.0,1.718,49.0,15.9,66.6,New York
2874,36047003100.0,3.259,45.6,23.4,47.3,New York
2875,36047003300.0,4.202,48.6,5.0,47.5,New York
2876,36047003500.0,1.907,48.8,12.5,50.3,New York
2877,36047003600.0,3.5,40.7,21.5,71.8,New York
2878,36047003700.0,2.25,52.6,2.7,68.1,New York
2879,36047003900.0,2.262,45.8,8.1,66.6,New York
2880,36047004100.0,3.654,53.3,11.5,76.8,New York
2881,36047004300.0,3.727,55.8,6.2,67.9,New York
2882,36047004500.0,3.385,47.4,14.3,81.3,New York
2883,36047004700.0,1.877,44.9,7.9,68.9,New York
2884,36047004900.0,2.612,50.7,17.8,65.8,New York
2885,36047005100.0,2.744,47.8,3.2,76.5,New York
2886,36047005400.0,3.185,48.9,20.5,73.6,New York
2887,36047005800.0,2.827,49.0,15.6,73.1,New York
2888,36047005900.0,1.213,51.4,11.3,69.7,New York
2889,36047006000.0,3.148,50.8,10.3,68.8,New York
2890,36047006200.0,2.676,50.7,16.4,70.9,New York
2891,36047006300.0,1.866,46.7,13.0,84.8,New York
2892,36047006400.0,3.042,50.6,21.4,81.1,New York
2893,36047006500.0,5.976,49.0,9.5,87.8,New York
2894,36047006600.0,3.542,49.8,12.7,76.2,New York
2895,36047006700.0,3.886,49.0,10.4,88.2,New York
2896,36047006800.0,4.9,51.6,11.2,58.2,New York
2897,36047006900.0,3.591,44.9,12.1,85.5,New York
2898,36047007000.0,2.538,49.1,22.6,56.7,New York
2899,36047007100.0,5.05,42.7,12.2,30.0,New York
2900,36047007200.0,1.9,46.8,5.6,38.6,New York
2901,36047007400.0,5.259,49.7,9.8,40.0,New York
2902,36047007500.0,4.969,45.8,10.7,77.0,New York
2903,36047007600.0,5.151,47.5,12.8,43.3,New York
2904,36047007700.0,5.159,47.5,11.0,75.4,New York
2905,36047007800.0,5.246,51.2,8.5,47.9,New York
2906,36047008000.0,3.615,54.4,12.2,62.4,New York
2907,36047008200.0,3.594,49.7,11.3,37.8,New York
2908,36047008400.0,3.621,53.1,15.1,49.9,New York
2909,36047008500.0,7.793,36.8,13.5,14.0,New York
2910,36047008800.0,2.235,50.8,12.7,55.9,New York
2911,36047009000.0,3.0,48.3,6.9,32.6,New York
2912,36047009200.0,5.322,47.3,9.9,27.4,New York
2913,36047009400.0,5.066,46.7,8.8,17.1,New York
2914,36047009600.0,6.079,48.4,12.3,38.4,New York
2915,36047009800.0,6.479,52.0,7.4,16.0,New York
2916,36047010000.0,6.035,51.5,11.2,26.3,New York
2917,36047010100.0,4.001,49.8,9.8,43.7,New York
2918,36047010200.0,4.698,51.6,10.4,13.2,New York
2919,36047010400.0,4.805,50.1,9.6,9.6,New York
2920,36047010600.0,4.417,48.2,11.0,8.6,New York
2921,36047010800.0,3.866,48.8,15.6,9.2,New York
2922,36047011000.0,2.662,51.0,6.5,55.1,New York
2923,36047011200.0,6.188,49.9,14.0,60.6,New York
2924,36047011400.0,3.796,45.2,24.1,60.0,New York
2925,36047011600.0,3.594,51.2,10.1,15.6,New York
2926,36047011700.0,2.677,51.1,12.1,58.2,New York
2927,36047011800.0,2.105,49.5,6.7,5.7,New York
2928,36047011900.0,1.322,51.1,12.0,71.8,New York
2929,36047012000.0,1.213,48.5,8.4,7.0,New York
2930,36047012100.0,1.962,49.5,6.9,69.5,New York
2931,36047012200.0,5.482,56.0,11.1,17.3,New York
2932,36047012600.0,2.838,49.3,9.8,31.8,New York
2933,36047012700.0,4.318,49.3,9.7,42.9,New York
2934,36047012801.0,2.293,52.7,22.3,31.6,New York
2935,36047012901.0,2.387,49.3,8.4,68.9,New York
2936,36047012902.0,2.554,48.9,4.6,67.2,New York
2937,36047013000.0,4.615,52.4,12.5,53.8,New York
2938,36047013100.0,4.155,41.3,10.2,64.9,New York
2939,36047013200.0,2.372,46.0,14.5,35.5,New York
2940,36047013300.0,4.454,46.7,8.8,75.0,New York
2941,36047013400.0,4.117,45.0,15.4,68.7,New York
2942,36047013500.0,4.014,44.9,6.9,77.1,New York
2943,36047013600.0,3.609,49.8,12.8,81.0,New York
2944,36047013700.0,3.554,48.1,10.8,69.5,New York
2945,36047013800.0,3.169,47.1,18.3,77.9,New York
2946,36047013900.0,3.65,48.7,7.5,71.3,New York
2947,36047014000.0,1.986,50.2,18.9,66.6,New York
2948,36047014100.0,2.766,50.5,5.4,71.8,New York
2949,36047014200.0,3.051,45.1,17.6,67.2,New York
2950,36047014300.0,3.672,45.0,9.0,67.2,New York
2951,36047014500.0,3.815,51.1,7.7,73.6,New York
2952,36047014700.0,2.408,49.2,9.1,77.3,New York
2953,36047014800.0,1.213,47.9,23.9,82.6,New York
2954,36047014900.0,5.859,51.3,8.8,84.1,New York
2955,36047015000.0,1.598,46.5,29.8,71.2,New York
2956,36047015100.0,4.24,43.1,13.8,79.7,New York
2957,36047015200.0,2.499,50.2,20.1,64.0,New York
2958,36047015300.0,2.622,51.4,15.2,82.7,New York
2959,36047015500.0,3.993,48.7,15.0,82.1,New York
2960,36047015700.0,4.111,52.2,12.9,76.3,New York
2961,36047015900.0,4.804,50.0,13.3,79.0,New York
2962,36047016000.0,3.965,46.1,10.7,60.7,New York
2963,36047016100.0,3.595,49.1,12.8,63.3,New York
2964,36047016200.0,2.294,42.5,18.6,73.6,New York
2965,36047016300.0,3.388,48.8,11.0,73.9,New York
2966,36047016400.0,1.264,59.9,3.0,49.4,New York
2967,36047016500.0,5.919,45.1,10.9,82.0,New York
2968,36047016600.0,1.791,47.9,23.6,87.2,New York
2969,36047016700.0,5.422,45.8,13.0,88.3,New York
2970,36047016800.0,1.905,45.7,19.4,58.3,New York
2971,36047016900.0,4.822,42.7,13.3,80.0,New York
2972,36047017000.0,3.484,48.3,17.4,49.5,New York
2973,36047017100.0,4.069,48.7,16.5,84.2,New York
2974,36047017200.0,3.262,52.2,16.1,40.2,New York
2975,36047017400.0,2.191,50.8,12.3,52.0,New York
2976,36047017600.0,2.413,49.4,13.0,64.2,New York
2977,36047017800.0,3.073,52.8,15.4,45.2,New York
2978,36047017900.0,4.348,41.8,18.8,25.3,New York
2979,36047018000.0,3.518,51.5,14.0,47.9,New York
2980,36047018100.0,3.691,48.9,13.8,59.0,New York
2981,36047018200.0,3.501,45.5,14.3,34.6,New York
2982,36047018300.0,2.675,50.4,3.5,69.4,New York
2983,36047018400.0,2.617,47.1,13.7,46.3,New York
2984,36047018501.0,4.153,44.9,12.6,19.4,New York
2985,36047018600.0,2.155,48.7,15.9,53.9,New York
2986,36047018700.0,1.488,52.6,9.9,51.9,New York
2987,36047018800.0,2.836,47.8,19.2,54.3,New York
2988,36047019000.0,4.763,52.7,12.3,40.6,New York
2989,36047019100.0,2.972,44.2,4.6,61.9,New York
2990,36047019200.0,2.934,54.2,10.4,41.4,New York
2991,36047019300.0,5.882,39.3,15.6,41.9,New York
2992,36047019400.0,4.027,48.9,14.1,35.2,New York
2993,36047019500.0,3.441,47.6,10.0,60.4,New York
2994,36047019600.0,4.214,50.2,18.3,40.2,New York
2995,36047019700.0,3.714,50.7,11.2,57.4,New York
2996,36047019800.0,1.926,49.2,17.5,44.0,New York
2997,36047019900.0,3.432,45.9,9.0,60.1,New York
2998,36047020000.0,2.417,50.3,19.4,51.0,New York
2999,36047020100.0,3.945,48.0,7.8,59.4,New York
3000,36047020200.0,1.963,48.8,16.5,65.8,New York
3001,36047020300.0,1.826,43.8,9.0,43.7,New York
3002,36047020400.0,1.837,45.0,17.5,70.5,New York
3003,36047020500.0,3.128,44.5,8.4,56.2,New York
3004,36047020600.0,2.311,52.1,18.1,68.5,New York
3005,36047020700.0,4.726,50.6,14.9,63.8,New York
3006,36047020800.0,3.092,48.4,16.3,31.1,New York
3007,36047021000.0,3.967,46.8,15.3,32.9,New York
3008,36047021100.0,2.206,40.9,11.3,28.7,New York
3009,36047021200.0,4.334,47.6,15.0,23.9,New York
3010,36047021300.0,4.113,47.1,12.3,19.5,New York
3011,36047021400.0,2.187,51.0,8.5,55.9,New York
3012,36047021500.0,5.638,42.3,16.4,44.0,New York
3013,36047021600.0,4.022,53.1,8.8,83.6,New York
3014,36047021700.0,3.733,40.3,12.0,23.6,New York
3015,36047021800.0,3.128,46.4,15.6,89.1,New York
3016,36047021900.0,3.557,44.5,14.9,31.6,New York
3017,36047022000.0,4.776,55.5,13.1,83.1,New York
3018,36047022100.0,3.976,50.3,10.8,40.9,New York
3019,36047022200.0,4.008,49.1,12.1,95.3,New York
3020,36047022400.0,5.785,51.6,5.5,80.1,New York
3021,36047022600.0,2.233,56.2,4.1,56.5,New York
3022,36047022700.0,3.794,52.2,6.9,41.2,New York
3023,36047022800.0,3.627,47.5,7.4,68.7,New York
3024,36047022900.0,3.675,43.8,10.1,44.5,New York
3025,36047023000.0,4.251,49.9,8.2,90.8,New York
3026,36047023100.0,3.696,43.8,13.7,46.2,New York
3027,36047023200.0,5.561,52.7,11.1,91.3,New York
3028,36047023300.0,5.884,42.5,7.2,35.6,New York
3029,36047023400.0,4.563,45.0,9.2,96.0,New York
3030,36047023500.0,4.694,45.3,3.9,68.3,New York
3031,36047023600.0,5.549,49.5,8.8,93.2,New York
3032,36047023800.0,3.634,48.7,17.7,97.6,New York
3033,36047024000.0,4.823,47.1,14.6,90.8,New York
3034,36047024100.0,2.765,46.2,8.7,68.3,New York
3035,36047024200.0,2.868,54.0,13.5,92.3,New York
3036,36047024300.0,4.122,45.7,14.1,37.4,New York
3037,36047024400.0,3.609,55.3,6.5,81.7,New York
3038,36047024500.0,4.491,47.3,9.4,30.9,New York
3039,36047024600.0,2.88,52.5,14.3,57.7,New York
3040,36047024700.0,2.672,49.9,6.1,22.8,New York
3041,36047024800.0,2.653,50.8,16.2,44.9,New York
3042,36047024900.0,4.018,44.5,5.8,35.3,New York
3043,36047025000.0,1.853,54.5,13.5,14.2,New York
3044,36047025100.0,3.741,40.8,12.5,26.1,New York
3045,36047025200.0,5.299,52.2,10.9,38.4,New York
3046,36047025300.0,3.496,51.0,11.5,40.6,New York
3047,36047025400.0,3.413,45.6,16.3,42.2,New York
3048,36047025500.0,5.598,39.0,9.1,16.0,New York
3049,36047025600.0,3.199,43.1,16.8,24.1,New York
3050,36047025700.0,2.476,54.4,5.3,41.0,New York
3051,36047025800.0,4.354,49.3,14.4,49.1,New York
3052,36047025901.0,2.257,53.2,5.7,35.8,New York
3053,36047025902.0,3.533,37.1,7.8,10.2,New York
3054,36047026000.0,3.214,47.8,23.8,36.7,New York
3055,36047026100.0,4.497,41.3,9.4,28.2,New York
3056,36047026200.0,2.425,52.1,17.1,35.0,New York
3057,36047026300.0,2.015,50.1,10.0,26.1,New York
3058,36047026400.0,4.594,52.9,13.4,34.6,New York
3059,36047026500.0,4.118,50.5,12.3,28.9,New York
3060,36047026600.0,3.517,49.8,14.5,21.1,New York
3061,36047026700.0,4.055,49.2,17.9,31.5,New York
3062,36047026800.0,3.965,47.7,15.5,49.8,New York
3063,36047026900.0,3.147,44.6,11.9,17.7,New York
3064,36047027000.0,2.139,50.8,17.6,62.0,New York
3065,36047027100.0,3.103,50.2,9.0,15.5,New York
3066,36047027200.0,3.755,50.8,18.8,50.0,New York
3067,36047027300.0,3.431,45.6,12.4,15.4,New York
3068,36047027400.0,3.602,46.3,11.3,46.8,New York
3069,36047027500.0,4.438,46.2,10.4,19.8,New York
3070,36047027600.0,3.646,52.3,12.2,39.9,New York
3071,36047027700.0,4.582,42.1,8.6,13.0,New York
3072,36047027800.0,3.118,47.7,17.1,41.9,New York
3073,36047027900.0,3.66,49.6,11.9,16.7,New York
3074,36047028000.0,1.829,54.9,11.2,44.3,New York
3075,36047028100.0,4.764,40.9,6.1,22.4,New York
3076,36047028200.0,3.762,48.1,16.2,35.5,New York
3077,36047028300.0,3.863,50.3,9.9,29.8,New York
3078,36047028400.0,3.532,52.9,15.1,51.4,New York
3079,36047028502.0,3.205,40.7,17.9,2.9,New York
3080,36047028600.0,5.11,49.0,16.1,50.3,New York
3081,36047028700.0,3.093,46.3,14.8,26.3,New York
3082,36047028800.0,3.836,53.9,15.3,41.2,New York
3083,36047028900.0,3.619,52.3,13.0,20.8,New York
3084,36047029000.0,3.58,48.9,18.6,63.4,New York
3085,36047029100.0,2.991,45.5,12.2,24.9,New York
3086,36047029200.0,3.033,51.0,10.0,48.7,New York
3087,36047029300.0,3.437,44.6,15.0,20.0,New York
3088,36047029400.0,2.474,48.6,28.8,58.4,New York
3089,36047029500.0,4.16,45.1,11.3,23.2,New York
3090,36047029600.0,5.849,48.1,12.4,54.6,New York
3091,36047029700.0,4.253,46.9,9.6,15.9,New York
3092,36047029800.0,3.794,48.6,12.7,41.9,New York
3093,36047029900.0,2.941,46.6,15.5,9.6,New York
3094,36047030000.0,4.207,50.5,15.1,30.3,New York
3095,36047030100.0,2.963,44.0,12.7,7.3,New York
3096,36047030200.0,4.448,46.9,17.2,37.9,New York
3097,36047030300.0,4.914,42.9,9.1,4.6,New York
3098,36047030500.0,6.528,48.7,12.6,50.8,New York
3099,36047030600.0,1.736,46.3,19.6,44.5,New York
3100,36047030700.0,5.954,45.8,10.3,8.1,New York
3101,36047030800.0,1.98,52.7,29.8,72.5,New York
3102,36047030900.0,2.405,44.1,6.4,6.3,New York
3103,36047031100.0,2.924,45.1,11.2,9.7,New York
3104,36047031300.0,5.055,48.2,13.0,17.7,New York
3105,36047031400.0,4.978,47.3,23.4,69.3,New York
3106,36047031500.0,4.97,52.1,13.7,39.7,New York
3107,36047031701.0,3.805,46.0,9.6,33.9,New York
3108,36047031702.0,3.315,47.2,9.7,36.8,New York
3109,36047031900.0,3.141,45.2,14.6,46.3,New York
3110,36047032100.0,5.488,48.3,14.6,22.9,New York
3111,36047032300.0,3.506,42.4,16.3,28.2,New York
3112,36047032500.0,6.076,47.2,12.6,9.9,New York
3113,36047032600.0,6.73,39.6,11.9,22.3,New York
3114,36047032700.0,2.544,43.6,14.8,24.4,New York
3115,36047032800.0,2.688,45.3,19.1,16.9,New York
3116,36047032900.0,6.105,43.3,13.3,39.8,New York
3117,36047033000.0,5.006,46.3,15.8,28.0,New York
3118,36047033100.0,4.058,52.0,13.7,64.0,New York
3119,36047033300.0,4.547,45.1,11.9,73.3,New York
3120,36047033500.0,3.034,55.1,13.5,70.9,New York
3121,36047033600.0,4.443,49.2,16.8,82.3,New York
3122,36047033700.0,3.856,45.7,11.2,43.3,New York
3123,36047033900.0,4.538,49.8,22.8,20.2,New York
3124,36047034000.0,2.05,42.7,47.7,46.8,New York
3125,36047034100.0,3.056,50.8,19.9,21.5,New York
3126,36047034200.0,6.064,39.7,32.2,40.9,New York
3127,36047034300.0,5.163,36.8,13.7,14.0,New York
3128,36047034500.0,3.108,47.6,5.5,16.2,New York
3129,36047034700.0,3.35,41.9,9.3,4.2,New York
3130,36047034800.0,2.885,54.2,4.6,30.3,New York
3131,36047034900.0,6.145,43.2,9.2,9.8,New York
3132,36047035000.0,3.124,45.4,39.1,97.0,New York
3133,36047035100.0,4.65,41.3,14.4,24.3,New York
3134,36047035300.0,5.407,44.4,12.9,24.5,New York
3135,36047035400.0,5.765,43.5,35.1,97.2,New York
3136,36047035500.0,5.631,47.2,12.3,21.4,New York
3137,36047035601.0,2.834,44.5,53.5,90.7,New York
3138,36047035602.0,5.529,48.3,34.6,92.3,New York
3139,36047035700.0,2.328,42.1,11.2,4.7,New York
3140,36047035900.0,5.593,42.4,9.2,6.4,New York
3141,36047036001.0,3.155,45.3,42.2,92.1,New York
3142,36047036002.0,4.074,41.4,47.1,90.7,New York
3143,36047036100.0,2.787,55.7,20.3,10.5,New York
3144,36047036200.0,3.855,48.7,12.5,54.3,New York
3145,36047036300.0,5.044,47.9,13.0,4.7,New York
3146,36047036400.0,2.443,50.8,16.3,67.0,New York
3147,36047036501.0,3.417,46.5,11.9,0.6,New York
3148,36047036502.0,1.415,45.2,6.8,16.0,New York
3149,36047036600.0,4.268,48.8,17.5,49.5,New York
3150,36047036700.0,1.281,53.6,6.0,9.8,New York
3151,36047036900.0,5.787,52.6,6.8,12.1,New York
3152,36047037000.0,4.231,47.9,21.0,68.2,New York
3153,36047037100.0,4.711,51.8,8.0,10.3,New York
3154,36047037300.0,4.486,42.9,8.0,20.2,New York
3155,36047037401.0,4.376,46.6,20.9,70.1,New York
3156,36047037402.0,4.937,55.3,25.2,55.9,New York
3157,36047037500.0,3.229,45.7,10.3,24.2,New York
3158,36047037700.0,4.541,49.1,13.9,13.1,New York
3159,36047037900.0,4.66,44.8,11.3,11.0,New York
3160,36047038100.0,5.397,42.7,9.0,14.6,New York
3161,36047038200.0,5.74,39.6,13.4,10.8,New York
3162,36047038300.0,4.72,44.0,12.8,13.2,New York
3163,36047038500.0,3.963,48.2,13.6,17.4,New York
3164,36047038600.0,3.669,49.5,12.5,48.3,New York
3165,36047038700.0,3.882,46.1,13.0,27.0,New York
3166,36047038800.0,4.094,47.9,14.0,71.4,New York
3167,36047038900.0,2.837,50.0,8.6,50.2,New York
3168,36047039000.0,2.397,52.5,14.8,89.2,New York
3169,36047039100.0,3.239,51.5,13.2,45.4,New York
3170,36047039200.0,2.88,46.3,14.4,88.2,New York
3171,36047039300.0,3.89,54.6,6.9,47.9,New York
3172,36047039400.0,2.338,52.7,17.6,87.4,New York
3173,36047039500.0,3.858,48.2,11.2,35.1,New York
3174,36047039600.0,2.058,50.0,12.1,83.4,New York
3175,36047039700.0,3.553,47.1,11.4,27.1,New York
3176,36047039800.0,2.878,47.3,16.5,35.5,New York
3177,36047039900.0,3.873,49.8,11.1,23.8,New York
3178,36047040000.0,3.003,48.4,16.9,44.6,New York
3179,36047040100.0,3.162,45.5,9.5,31.1,New York
3180,36047040200.0,2.988,47.2,18.2,35.3,New York
3181,36047040300.0,3.529,45.6,15.3,29.5,New York
3182,36047040400.0,2.459,51.4,13.5,48.4,New York
3183,36047040500.0,1.513,48.4,6.5,18.6,New York
3184,36047040600.0,3.692,48.4,13.8,30.3,New York
3185,36047040800.0,3.646,52.8,12.7,31.7,New York
3186,36047040900.0,3.836,50.8,6.4,26.7,New York
3187,36047041000.0,2.048,49.5,16.8,67.8,New York
3188,36047041100.0,3.034,50.0,13.2,31.9,New York
3189,36047041200.0,3.328,47.5,14.0,55.2,New York
3190,36047041300.0,3.986,46.7,11.7,31.6,New York
3191,36047041401.0,1.541,46.9,13.8,79.1,New York
3192,36047041402.0,1.824,51.4,19.1,88.4,New York
3193,36047041500.0,4.353,48.5,8.2,23.3,New York
3194,36047041600.0,2.338,51.2,12.3,89.2,New York
3195,36047041700.0,3.132,47.6,19.3,26.6,New York
3196,36047041800.0,2.96,49.0,17.1,85.1,New York
3197,36047041900.0,3.623,46.5,9.3,29.6,New York
3198,36047042000.0,1.837,50.5,15.6,91.8,New York
3199,36047042100.0,4.259,51.2,11.1,37.0,New York
3200,36047042200.0,3.535,57.5,11.6,67.6,New York
3201,36047042300.0,3.978,50.1,8.2,55.8,New York
3202,36047042400.0,3.48,52.6,12.3,52.6,New York
3203,36047042500.0,3.338,54.2,1.5,42.3,New York
3204,36047042600.0,4.302,45.2,17.7,38.1,New York
3205,36047042700.0,4.896,50.9,5.6,46.6,New York
3206,36047042800.0,3.785,46.8,20.9,56.7,New York
3207,36047042900.0,5.441,49.2,3.4,40.1,New York
3208,36047043000.0,3.283,48.2,17.4,50.0,New York
3209,36047043100.0,4.694,51.1,7.1,49.4,New York
3210,36047043200.0,4.341,50.5,14.6,38.0,New York
3211,36047043300.0,3.628,46.2,10.7,25.2,New York
