,TractFIPS,TotalPopulation,PercentMale,PercentElderly,PercentWhite,City
431,06037191610.0,4.237,45.6,8.9,30.1,Los Angeles
432,06037191620.0,2.532,50.8,20.3,23.3,Los Angeles
433,06037191710.0,2.937,53.0,13.0,37.2,Los Angeles
434,06037191720.0,3.224,53.5,8.9,38.8,Los Angeles
435,06037191810.0,3.367,54.4,6.5,48.9,Los Angeles
436,06037191820.0,3.176,50.1,8.7,45.7,Los Angeles
437,06037191901.0,3.06,50.2,7.6,65.7,Los Angeles
438,06037191902.0,2.788,52.1,8.2,84.0,Los Angeles
439,06037192001.0,2.37,49.5,18.5,77.0,Los Angeles
440,06037192002.0,2.597,50.6,11.9,77.3,Los Angeles
441,06037192300.0,2.463,46.4,16.8,67.5,Los Angeles
442,06037192410.0,3.7,46.7,13.8,53.1,Los Angeles
443,06037192420.0,4.28,48.9,9.8,30.2,Los Angeles
444,06037192510.0,3.84,53.2,12.3,30.9,Los Angeles
445,06037192520.0,5.269,46.8,8.7,27.6,Los Angeles
446,06037192610.0,3.703,50.1,13.1,31.9,Los Angeles
447,06037192620.0,3.542,52.3,7.5,29.1,Los Angeles
448,06037192700.0,3.449,50.1,9.7,36.6,Los Angeles
449,06037194101.0,3.277,55.2,11.1,72.2,Los Angeles
450,06037194102.0,3.189,53.0,21.9,80.2,Los Angeles
451,06037194200.0,3.524,56.3,13.0,78.3,Los Angeles
452,06037194300.0,3.262,53.4,16.3,89.7,Los Angeles
453,06037194401.0,2.391,46.4,13.4,73.0,Los Angeles
454,06037194402.0,3.579,59.1,15.5,86.8,Los Angeles
455,06037194500.0,2.019,46.9,18.4,83.5,Los Angeles
456,06037195100.0,4.978,51.8,15.3,73.0,Los Angeles
457,06037195201.0,3.128,53.2,12.4,69.4,Los Angeles
458,06037195202.0,3.304,55.8,10.0,79.3,Los Angeles
459,06037195300.0,3.089,46.8,9.4,65.5,Los Angeles
460,06037195400.0,4.451,56.2,13.6,74.0,Los Angeles
461,06037195500.0,5.548,48.9,13.5,57.0,Los Angeles
462,06037195600.0,2.948,52.5,11.5,49.4,Los Angeles
463,06037195710.0,4.487,46.5,9.5,41.6,Los Angeles
464,06037195720.0,2.0,51.9,18.1,38.0,Los Angeles
465,06037195802.0,2.691,51.1,12.8,27.2,Los Angeles
466,06037195803.0,2.634,50.8,9.3,54.5,Los Angeles
467,06037195804.0,2.533,52.3,13.3,55.2,Los Angeles
468,06037195901.0,2.237,56.5,11.8,64.9,Los Angeles
469,06037195902.0,1.864,55.5,7.1,61.8,Los Angeles
470,06037195903.0,2.008,39.8,9.8,49.0,Los Angeles
471,06037197200.0,3.909,46.7,15.8,32.4,Los Angeles
472,06037197300.0,4.052,57.1,11.5,58.4,Los Angeles
473,06037197410.0,4.331,49.0,12.0,69.6,Los Angeles
474,06037197420.0,3.564,49.0,10.8,43.4,Los Angeles
475,06037197500.0,3.914,53.7,9.0,45.0,Los Angeles
476,06037197600.0,2.166,50.8,9.4,44.1,Los Angeles
477,06037197700.0,5.332,49.7,13.8,34.2,Los Angeles
478,06037199000.0,5.391,52.4,11.7,32.0,Los Angeles
479,06037199110.0,2.705,51.7,16.4,36.0,Los Angeles
480,06037199120.0,4.511,47.0,14.9,39.0,Los Angeles
481,06037199201.0,3.66,44.8,10.0,18.1,Los Angeles
482,06037199202.0,3.155,49.0,12.3,43.7,Los Angeles
483,06037199300.0,4.202,50.9,14.7,44.2,Los Angeles
484,06037199400.0,4.759,48.9,11.2,31.0,Los Angeles
485,06037199700.0,3.063,53.5,16.0,32.9,Los Angeles
486,06037199800.0,5.828,46.6,14.7,20.8,Los Angeles
487,06037199900.0,2.692,51.4,14.7,28.1,Los Angeles
488,06037201110.0,2.147,50.9,15.6,48.9,Los Angeles
489,06037201120.0,4.144,52.0,11.6,34.9,Los Angeles
490,06037201200.0,2.893,53.2,11.5,45.0,Los Angeles
491,06037201301.0,4.498,54.5,14.2,40.2,Los Angeles
492,06037201302.0,4.341,46.6,16.6,27.2,Los Angeles
493,06037201401.0,4.693,46.4,12.2,32.7,Los Angeles
494,06037201402.0,4.995,47.4,20.8,36.4,Los Angeles
495,06037201501.0,5.367,50.8,13.4,38.1,Los Angeles
496,06037201503.0,3.364,46.3,11.1,34.0,Los Angeles
497,06037201504.0,2.302,43.4,16.0,35.1,Los Angeles
498,06037201601.0,2.323,50.5,15.0,33.1,Los Angeles
499,06037201602.0,2.96,46.9,16.0,37.0,Los Angeles
500,06037201700.0,5.514,47.2,7.6,45.1,Los Angeles
501,06037203100.0,4.498,42.9,9.7,56.2,Los Angeles
502,06037203200.0,5.695,52.7,8.0,51.6,Los Angeles
503,06037203300.0,2.0,54.8,7.8,51.5,Los Angeles
504,06037203500.0,2.907,48.4,13.0,59.8,Los Angeles
505,06037203600.0,5.276,46.9,8.7,67.3,Los Angeles
506,06037203710.0,3.27,47.0,9.7,66.8,Los Angeles
507,06037203720.0,4.072,48.5,8.0,55.5,Los Angeles
508,06037203800.0,4.829,45.5,11.1,51.4,Los Angeles
509,06037203900.0,3.353,49.6,10.8,55.0,Los Angeles
510,06037204110.0,3.286,46.7,10.3,45.6,Los Angeles
511,06037204120.0,2.971,52.1,12.9,57.4,Los Angeles
512,06037204200.0,3.657,52.4,6.8,67.6,Los Angeles
513,06037204300.0,5.445,49.9,12.4,57.0,Los Angeles
514,06037204410.0,2.575,49.3,13.5,47.3,Los Angeles
515,06037204420.0,3.154,51.9,6.3,47.8,Los Angeles
516,06037204600.0,4.08,47.8,12.2,68.0,Los Angeles
517,06037204700.0,5.51,48.0,12.4,60.6,Los Angeles
518,06037204810.0,5.277,53.8,9.4,64.4,Los Angeles
519,06037204820.0,2.241,53.0,12.4,44.0,Los Angeles
520,06037204910.0,3.341,53.5,12.2,68.5,Los Angeles
521,06037204920.0,2.751,54.8,14.1,68.2,Los Angeles
522,06037205110.0,3.904,52.4,4.1,65.0,Los Angeles
523,06037205120.0,3.548,39.7,8.7,54.6,Los Angeles
524,06037206010.0,4.121,50.8,16.5,26.6,Los Angeles
525,06037206020.0,8.947,96.0,0.8,39.4,Los Angeles
526,06037206031.0,4.131,58.8,4.1,48.3,Los Angeles
527,06037206032.0,5.687,44.4,16.1,45.6,Los Angeles
528,06037206050.0,2.031,40.8,27.4,53.5,Los Angeles
529,06037206200.0,4.001,54.5,26.0,20.4,Los Angeles
530,06037206300.0,6.103,72.6,11.1,32.5,Los Angeles
531,06037207101.0,3.717,47.8,17.6,19.5,Los Angeles
532,06037207102.0,2.926,45.6,27.9,11.0,Los Angeles
533,06037207103.0,2.393,47.2,26.0,10.4,Los Angeles
534,06037207301.0,4.911,59.1,17.0,48.3,Los Angeles
535,06037207302.0,4.806,58.8,6.6,45.7,Los Angeles
536,06037207400.0,1.539,74.3,4.1,39.6,Los Angeles
537,06037207501.0,2.193,46.2,9.7,33.2,Los Angeles
538,06037207502.0,2.888,48.2,49.6,25.9,Los Angeles
539,06037207710.0,4.667,49.8,10.8,43.5,Los Angeles
540,06037207900.0,7.162,51.1,5.0,38.9,Los Angeles
541,06037208000.0,7.508,52.3,6.0,19.6,Los Angeles
542,06037208301.0,2.148,54.1,2.7,28.2,Los Angeles
543,06037208302.0,5.269,48.3,8.1,45.5,Los Angeles
544,06037208401.0,4.765,56.4,14.5,22.2,Los Angeles
545,06037208402.0,2.896,49.0,8.0,27.5,Los Angeles
546,06037208501.0,2.267,48.3,14.5,21.0,Los Angeles
547,06037208502.0,4.364,50.3,9.4,31.3,Los Angeles
548,06037208610.0,4.351,47.8,10.2,21.1,Los Angeles
549,06037208620.0,4.446,50.3,11.8,19.1,Los Angeles
550,06037208710.0,4.858,48.6,12.1,15.4,Los Angeles
551,06037208720.0,4.319,55.7,6.3,54.1,Los Angeles
552,06037208801.0,3.027,53.1,19.0,37.6,Los Angeles
553,06037208802.0,3.069,48.7,13.5,37.2,Los Angeles
554,06037208902.0,2.692,62.2,4.5,40.3,Los Angeles
555,06037208903.0,4.345,62.9,7.8,46.4,Los Angeles
556,06037208904.0,3.978,50.7,13.3,38.8,Los Angeles
557,06037209102.0,5.95,58.9,7.9,37.2,Los Angeles
558,06037209103.0,3.679,54.2,6.0,45.1,Los Angeles
559,06037209104.0,2.56,53.2,5.8,39.8,Los Angeles
560,06037209200.0,4.545,53.8,5.9,33.8,Los Angeles
561,06037209300.0,4.885,52.2,6.7,34.7,Los Angeles
562,06037209401.0,4.472,51.4,11.3,44.4,Los Angeles
563,06037209402.0,3.963,65.0,5.7,42.5,Los Angeles
564,06037209403.0,4.148,52.0,15.2,39.1,Los Angeles
565,06037209510.0,3.076,49.8,10.4,33.8,Los Angeles
566,06037209520.0,2.797,51.5,7.9,52.5,Los Angeles
567,06037209810.0,2.594,53.5,20.5,42.3,Los Angeles
568,06037209820.0,3.073,46.3,4.7,42.4,Los Angeles
569,06037210010.0,3.561,53.9,14.4,22.5,Los Angeles
570,06037211000.0,5.124,45.5,14.1,57.7,Los Angeles
571,06037211120.0,5.635,43.0,10.0,14.5,Los Angeles
572,06037211121.0,2.253,50.2,11.0,33.7,Los Angeles
573,06037211122.0,3.163,53.7,7.1,32.8,Los Angeles
574,06037211201.0,2.562,48.4,9.5,33.8,Los Angeles
575,06037211202.0,2.239,46.8,10.3,40.5,Los Angeles
576,06037211310.0,3.873,49.2,8.8,30.4,Los Angeles
577,06037211320.0,3.337,47.5,7.5,34.2,Los Angeles
578,06037211410.0,2.736,50.8,9.5,24.5,Los Angeles
579,06037211420.0,3.573,51.0,8.5,31.8,Los Angeles
580,06037211500.0,4.175,49.9,14.7,31.5,Los Angeles
581,06037211701.0,2.596,52.3,17.6,38.3,Los Angeles
582,06037211703.0,4.841,48.1,9.6,34.9,Los Angeles
583,06037211704.0,2.796,48.5,19.2,24.9,Los Angeles
584,06037211802.0,4.682,50.5,15.2,25.4,Los Angeles
585,06037211803.0,3.701,47.3,4.7,15.7,Los Angeles
586,06037211804.0,3.221,43.6,15.4,13.7,Los Angeles
587,06037211910.0,4.371,52.2,6.0,43.3,Los Angeles
588,06037211921.0,2.521,52.5,7.3,21.3,Los Angeles
589,06037211922.0,3.269,53.5,4.6,27.9,Los Angeles
590,06037212101.0,3.187,47.1,11.0,23.8,Los Angeles
591,06037212102.0,2.291,47.1,27.1,20.4,Los Angeles
592,06037212202.0,3.424,51.9,8.8,32.2,Los Angeles
593,06037212203.0,2.914,48.4,18.7,27.8,Los Angeles
594,06037212204.0,3.584,50.5,10.1,27.0,Los Angeles
595,06037212303.0,3.837,54.4,5.1,32.0,Los Angeles
596,06037212304.0,1.832,47.1,10.0,33.8,Los Angeles
597,06037212305.0,3.025,53.9,6.2,24.2,Los Angeles
598,06037212306.0,3.413,57.7,9.5,21.5,Los Angeles
599,06037212410.0,4.318,56.8,8.2,12.9,Los Angeles
600,06037212420.0,3.517,49.8,10.4,13.0,Los Angeles
601,06037212501.0,1.94,48.1,10.6,35.3,Los Angeles
602,06037212502.0,2.81,45.4,13.7,20.5,Los Angeles
603,06037212610.0,4.447,48.9,12.6,20.1,Los Angeles
604,06037212620.0,4.087,51.0,10.7,19.0,Los Angeles
605,06037212701.0,2.276,45.8,24.5,20.1,Los Angeles
606,06037212702.0,3.632,48.1,20.2,25.3,Los Angeles
607,06037212800.0,3.543,44.2,17.8,34.4,Los Angeles
608,06037212900.0,4.067,52.2,10.4,37.3,Los Angeles
609,06037213100.0,3.014,51.7,14.3,17.4,Los Angeles
610,06037213201.0,3.932,45.8,15.5,15.7,Los Angeles
611,06037213202.0,3.942,50.4,12.9,18.2,Los Angeles
612,06037213310.0,3.015,52.4,11.0,13.6,Los Angeles
613,06037213320.0,2.469,50.6,16.1,21.3,Los Angeles
614,06037213401.0,4.859,45.2,7.5,37.7,Los Angeles
615,06037213402.0,4.857,46.9,9.0,31.5,Los Angeles
616,06037214000.0,4.277,47.7,15.8,91.0,Los Angeles
617,06037214100.0,3.668,46.8,14.0,86.9,Los Angeles
618,06037214400.0,2.916,46.2,4.5,86.6,Los Angeles
619,06037214501.0,2.702,46.7,10.0,56.9,Los Angeles
620,06037214502.0,5.285,45.7,5.5,52.5,Los Angeles
621,06037214503.0,3.422,42.6,11.7,47.2,Los Angeles
622,06037214600.0,2.383,45.2,16.4,78.7,Los Angeles
623,06037214700.0,2.414,43.2,24.8,81.0,Los Angeles
624,06037214800.0,2.813,37.8,14.3,80.7,Los Angeles
625,06037214901.0,3.25,44.1,14.6,74.3,Los Angeles
626,06037214902.0,2.55,44.9,19.0,71.8,Los Angeles
627,06037215101.0,3.015,43.7,5.4,65.2,Los Angeles
628,06037215102.0,3.059,45.1,5.6,72.8,Los Angeles
629,06037216100.0,2.151,51.8,19.2,60.1,Los Angeles
630,06037216200.0,5.778,49.9,10.2,42.4,Los Angeles
631,06037216300.0,4.367,53.5,13.1,64.2,Los Angeles
632,06037216401.0,3.772,49.9,12.8,81.9,Los Angeles
633,06037216402.0,2.521,45.8,21.4,74.4,Los Angeles
634,06037216700.0,3.835,49.4,14.3,43.8,Los Angeles
635,06037216800.0,3.203,55.2,12.3,65.1,Los Angeles
636,06037216900.0,4.886,46.8,14.6,49.7,Los Angeles
637,06037217001.0,2.724,47.5,12.2,87.9,Los Angeles
638,06037217002.0,4.639,44.4,9.4,82.4,Los Angeles
639,06037217100.0,6.219,46.2,12.4,50.8,Los Angeles
640,06037217200.0,4.156,48.8,10.5,37.4,Los Angeles
641,06037218110.0,3.195,45.4,14.0,32.2,Los Angeles
642,06037218120.0,4.638,47.9,9.0,32.1,Los Angeles
643,06037218210.0,3.721,49.1,8.7,42.6,Los Angeles
644,06037218220.0,3.859,50.9,13.0,51.0,Los Angeles
645,06037218300.0,5.29,46.7,11.3,36.6,Los Angeles
646,06037218400.0,4.737,50.6,7.9,53.7,Los Angeles
647,06037218500.0,2.641,49.9,12.9,50.6,Los Angeles
648,06037218600.0,3.148,54.2,11.1,41.8,Los Angeles
649,06037218701.0,2.324,47.5,13.2,26.8,Los Angeles
650,06037218702.0,2.056,48.9,13.9,32.1,Los Angeles
651,06037218800.0,2.752,54.3,12.5,25.4,Los Angeles
652,06037218900.0,6.149,46.6,7.2,23.3,Los Angeles
653,06037219010.0,3.027,45.9,10.0,25.9,Los Angeles
654,06037219020.0,5.411,51.2,13.1,27.3,Los Angeles
655,06037219300.0,4.239,40.8,11.4,31.1,Los Angeles
656,06037219500.0,2.084,49.8,20.3,28.3,Los Angeles
657,06037219700.0,4.507,50.4,10.8,41.4,Los Angeles
658,06037219800.0,2.861,44.0,9.8,55.1,Los Angeles
659,06037219901.0,4.15,49.9,7.6,62.0,Los Angeles
660,06037219902.0,3.809,51.4,9.9,48.3,Los Angeles
661,06037220000.0,4.711,50.0,23.4,32.5,Los Angeles
662,06037220100.0,2.415,48.0,27.3,24.4,Los Angeles
663,06037221110.0,3.705,49.3,9.8,53.4,Los Angeles
664,06037221120.0,3.197,46.1,8.8,43.9,Los Angeles
665,06037221210.0,3.165,49.9,13.7,37.2,Los Angeles
666,06037221220.0,3.376,52.8,10.3,26.3,Los Angeles
667,06037221302.0,4.373,49.9,10.2,39.3,Los Angeles
668,06037221303.0,2.806,56.4,9.0,33.0,Los Angeles
669,06037221304.0,3.656,47.9,12.3,9.7,Los Angeles
670,06037221401.0,3.628,44.2,21.8,26.8,Los Angeles
671,06037221402.0,2.851,50.9,19.5,27.9,Los Angeles
672,06037221500.0,3.875,49.7,11.0,29.4,Los Angeles
673,06037221601.0,3.141,52.0,9.9,35.4,Los Angeles
674,06037221602.0,3.03,52.1,10.2,32.6,Los Angeles
675,06037221710.0,2.833,50.2,15.8,26.4,Los Angeles
676,06037221810.0,2.892,57.3,6.6,29.3,Los Angeles
677,06037221820.0,2.363,53.0,3.3,47.2,Los Angeles
678,06037221900.0,4.248,52.1,5.5,40.6,Los Angeles
679,06037222001.0,3.142,51.1,11.2,34.2,Los Angeles
680,06037222002.0,5.243,50.6,7.8,29.4,Los Angeles
681,06037222100.0,4.331,50.4,9.2,28.1,Los Angeles
682,06037222200.0,4.016,55.8,7.7,35.9,Los Angeles
683,06037222500.0,5.12,47.1,8.8,28.2,Los Angeles
684,06037222600.0,5.549,56.0,9.5,26.2,Los Angeles
685,06037222700.0,4.071,46.8,0.0,50.2,Los Angeles
686,06037224010.0,2.845,51.6,11.4,43.3,Los Angeles
687,06037224020.0,2.733,51.2,2.8,49.0,Los Angeles
688,06037224200.0,2.557,50.3,6.4,49.3,Los Angeles
689,06037224310.0,2.422,47.2,7.8,68.1,Los Angeles
690,06037224320.0,2.972,45.1,14.1,39.4,Los Angeles
691,06037224410.0,3.194,45.1,13.6,44.9,Los Angeles
692,06037224420.0,2.637,41.9,8.1,50.8,Los Angeles
693,06037224600.0,3.385,53.2,11.2,29.1,Los Angeles
694,06037224700.0,6.238,50.2,0.5,48.2,Los Angeles
695,06037226001.0,2.615,53.1,4.9,28.7,Los Angeles
696,06037226002.0,1.82,66.1,5.7,42.0,Los Angeles
697,06037226410.0,3.665,49.1,8.0,45.6,Los Angeles
698,06037226420.0,5.531,51.8,7.4,39.8,Los Angeles
699,06037226700.0,7.661,49.9,3.6,49.0,Los Angeles
700,06037227010.0,5.705,48.9,5.6,52.4,Los Angeles
701,06037227020.0,3.623,51.0,6.9,48.5,Los Angeles
702,06037228100.0,5.505,50.4,5.8,54.8,Los Angeles
703,06037228210.0,4.233,49.6,11.0,48.8,Los Angeles
704,06037228220.0,4.375,48.5,7.2,44.1,Los Angeles
705,06037228310.0,4.523,51.2,5.9,44.1,Los Angeles
706,06037228320.0,3.122,50.7,6.5,51.2,Los Angeles
707,06037228410.0,3.6,51.4,6.2,54.9,Los Angeles
708,06037228420.0,3.304,53.8,3.7,42.5,Los Angeles
709,06037228500.0,4.869,52.0,6.5,32.7,Los Angeles
710,06037228600.0,5.301,49.4,5.0,28.6,Los Angeles
711,06037228710.0,3.982,47.2,7.1,49.8,Los Angeles
712,06037228720.0,4.825,51.4,6.9,54.4,Los Angeles
713,06037228800.0,5.353,53.1,6.9,48.5,Los Angeles
714,06037228900.0,2.918,41.7,5.4,44.6,Los Angeles
715,06037229100.0,5.146,50.1,5.2,48.2,Los Angeles
716,06037229200.0,5.072,54.4,7.9,35.4,Los Angeles
717,06037229300.0,5.715,48.0,4.0,39.6,Los Angeles
718,06037229410.0,3.697,48.8,5.2,62.9,Los Angeles
719,06037229420.0,4.759,52.7,5.0,45.1,Los Angeles
720,06037231100.0,3.474,53.9,8.5,48.0,Los Angeles
721,06037231210.0,4.04,49.5,8.9,40.0,Los Angeles
722,06037231220.0,4.653,46.1,10.4,34.3,Los Angeles
723,06037231300.0,5.754,48.1,9.2,32.2,Los Angeles
724,06037231400.0,4.745,44.9,11.0,26.8,Los Angeles
725,06037231500.0,5.396,49.3,13.3,29.6,Los Angeles
726,06037231600.0,7.42,49.0,11.6,33.0,Los Angeles
727,06037231710.0,4.165,48.2,6.3,54.1,Los Angeles
728,06037231720.0,4.934,53.3,10.9,44.5,Los Angeles
729,06037231800.0,5.436,49.8,4.2,48.1,Los Angeles
730,06037231900.0,6.162,48.3,7.1,42.8,Los Angeles
731,06037232110.0,3.038,53.3,8.3,50.7,Los Angeles
732,06037232120.0,5.567,47.5,8.0,46.2,Los Angeles
733,06037232200.0,3.487,50.8,9.3,33.5,Los Angeles
734,06037232300.0,6.006,56.8,8.6,36.8,Los Angeles
735,06037232400.0,7.361,48.4,10.6,24.2,Los Angeles
736,06037232500.0,4.94,52.4,11.9,29.4,Los Angeles
737,06037232600.0,6.833,44.8,9.0,32.8,Los Angeles
738,06037232700.0,6.568,44.3,7.8,43.1,Los Angeles
739,06037232800.0,4.489,56.4,5.7,51.0,Los Angeles
740,06037234000.0,5.417,42.2,18.9,23.2,Los Angeles
741,06037234200.0,2.424,41.7,23.2,16.5,Los Angeles
742,06037234300.0,3.805,41.7,14.0,8.9,Los Angeles
743,06037234501.0,2.845,45.7,20.1,30.8,Los Angeles
744,06037234502.0,3.017,53.4,16.0,21.2,Los Angeles
745,06037234600.0,4.908,46.7,14.4,12.0,Los Angeles
746,06037234700.0,3.69,51.9,16.4,26.4,Los Angeles
747,06037234800.0,3.317,47.2,15.1,23.7,Los Angeles
748,06037234901.0,3.321,45.7,7.7,30.4,Los Angeles
749,06037234902.0,4.088,48.1,13.9,36.6,Los Angeles
750,06037235100.0,4.401,48.0,16.7,19.8,Los Angeles
751,06037235201.0,2.682,48.0,12.8,17.9,Los Angeles
752,06037235202.0,4.331,49.8,16.9,21.2,Los Angeles
753,06037236000.0,4.181,48.2,24.0,33.3,Los Angeles
754,06037236100.0,6.17,42.4,18.8,20.4,Los Angeles
755,06037236202.0,5.764,53.9,7.3,31.6,Los Angeles
756,06037236203.0,3.118,48.7,13.6,18.1,Los Angeles
757,06037236204.0,3.109,39.4,5.1,23.2,Los Angeles
758,06037236400.0,4.282,42.5,20.5,10.2,Los Angeles
759,06037237101.0,4.409,43.8,8.0,23.5,Los Angeles
760,06037237102.0,3.407,50.2,8.2,32.0,Los Angeles
761,06037237201.0,3.814,49.4,7.1,28.6,Los Angeles
762,06037237202.0,4.556,51.1,8.2,29.3,Los Angeles
763,06037237300.0,5.311,43.1,12.5,21.4,Los Angeles
764,06037237401.0,4.217,47.7,8.2,20.1,Los Angeles
765,06037237402.0,3.335,51.3,16.5,25.1,Los Angeles
766,06037237500.0,2.922,49.9,9.1,20.6,Los Angeles
767,06037237600.0,4.101,46.8,10.7,32.7,Los Angeles
768,06037237710.0,4.41,46.4,3.7,16.1,Los Angeles
769,06037237720.0,3.707,50.2,4.3,25.1,Los Angeles
770,06037237800.0,3.796,46.3,13.7,19.2,Los Angeles
771,06037237900.0,4.405,42.6,11.9,21.0,Los Angeles
772,06037238000.0,6.174,45.9,19.2,10.0,Los Angeles
773,06037238100.0,5.163,42.8,14.4,25.1,Los Angeles
774,06037238200.0,5.565,42.4,18.0,6.3,Los Angeles
775,06037238310.0,5.002,47.8,6.3,15.5,Los Angeles
776,06037238320.0,3.804,47.8,7.9,21.6,Los Angeles
777,06037238400.0,4.694,42.9,22.8,10.3,Los Angeles
778,06037239201.0,3.753,47.8,4.9,30.9,Los Angeles
779,06037239202.0,5.999,54.5,3.7,35.2,Los Angeles
780,06037239310.0,4.501,48.7,4.6,38.8,Los Angeles
781,06037239320.0,4.086,49.3,5.6,29.4,Los Angeles
782,06037239330.0,2.458,54.2,6.8,43.0,Los Angeles
783,06037239501.0,3.729,48.1,9.1,40.5,Los Angeles
784,06037239502.0,4.016,48.0,5.5,33.3,Los Angeles
785,06037239601.0,3.682,49.3,5.6,27.9,Los Angeles
786,06037239602.0,4.016,50.2,3.5,28.5,Los Angeles
787,06037239701.0,5.134,48.6,6.3,30.5,Los Angeles
788,06037239702.0,4.334,51.5,6.5,20.9,Los Angeles
789,06037239801.0,3.705,45.2,6.4,30.1,Los Angeles
790,06037239802.0,5.461,50.1,5.3,32.5,Los Angeles
791,06037240010.0,3.737,47.0,6.2,28.9,Los Angeles
792,06037240020.0,5.223,46.4,6.8,40.2,Los Angeles
793,06037240200.0,5.159,47.0,7.5,26.1,Los Angeles
794,06037240300.0,5.637,48.2,7.1,34.9,Los Angeles
795,06037240401.0,6.379,47.1,4.9,42.8,Los Angeles
796,06037240402.0,3.763,43.2,8.6,29.1,Los Angeles
797,06037240500.0,7.326,48.4,6.3,38.5,Los Angeles
798,06037240600.0,6.167,48.2,8.8,35.4,Los Angeles
799,06037240700.0,6.596,47.1,7.6,48.0,Los Angeles
800,06037240800.0,4.341,45.8,8.6,44.2,Los Angeles
801,06037240900.0,6.736,53.6,7.1,50.5,Los Angeles
802,06037241001.0,4.197,45.4,6.5,41.4,Los Angeles
803,06037241002.0,4.144,44.5,7.8,29.2,Los Angeles
804,06037241110.0,3.356,50.3,7.5,51.5,Los Angeles
805,06037241120.0,5.146,41.8,7.4,44.3,Los Angeles
806,06037241201.0,3.015,48.2,9.4,28.9,Los Angeles
807,06037241202.0,5.776,45.6,9.8,41.9,Los Angeles
808,06037241300.0,2.48,49.2,11.9,24.3,Los Angeles
809,06037241400.0,3.785,44.6,5.5,45.7,Los Angeles
810,06037242000.0,4.189,46.0,5.9,35.2,Los Angeles
811,06037242100.0,2.852,41.9,3.8,49.9,Los Angeles
812,06037242200.0,6.402,49.6,7.1,36.1,Los Angeles
813,06037242300.0,4.952,41.7,4.4,28.7,Los Angeles
814,06037242600.0,4.756,43.0,4.0,21.1,Los Angeles
815,06037242700.0,6.035,48.4,5.7,36.6,Los Angeles
816,06037243000.0,6.829,50.8,5.5,36.0,Los Angeles
817,06037243100.0,6.772,44.3,6.5,37.0,Los Angeles
818,06037261101.0,3.389,48.8,19.3,89.4,Los Angeles
819,06037261102.0,3.52,49.6,29.8,89.8,Los Angeles
820,06037261200.0,4.182,50.3,22.1,86.9,Los Angeles
821,06037262100.0,2.678,48.9,37.4,78.2,Los Angeles
822,06037262200.0,4.405,46.5,26.1,80.5,Los Angeles
823,06037262301.0,2.748,39.8,26.7,78.8,Los Angeles
824,06037262302.0,2.845,48.8,21.9,90.1,Los Angeles
825,06037262303.0,3.038,47.2,28.4,88.1,Los Angeles
826,06037262400.0,3.059,49.2,23.0,90.2,Los Angeles
827,06037262501.0,3.785,51.4,21.0,90.4,Los Angeles
828,06037262601.0,3.539,48.7,23.6,76.5,Los Angeles
829,06037262604.0,5.523,46.9,27.6,89.3,Los Angeles
830,06037262704.0,3.561,48.7,19.5,88.0,Los Angeles
831,06037262706.0,3.571,45.3,20.4,92.6,Los Angeles
832,06037262802.0,3.424,47.5,26.7,91.3,Los Angeles
833,06037264000.0,3.069,45.3,26.8,94.0,Los Angeles
834,06037264102.0,2.998,46.0,15.7,83.4,Los Angeles
835,06037264103.0,2.658,47.0,14.6,84.4,Los Angeles
836,06037264301.0,5.552,45.7,10.4,78.4,Los Angeles
837,06037264302.0,5.882,43.6,17.6,85.2,Los Angeles
838,06037265100.0,2.454,40.1,46.8,92.7,Los Angeles
839,06037265201.0,2.567,38.8,12.6,72.3,Los Angeles
840,06037265202.0,3.981,46.4,18.7,63.3,Los Angeles
841,06037265301.0,11.977,41.5,0.0,44.7,Los Angeles
842,06037265303.0,5.156,48.2,0.3,40.3,Los Angeles
843,06037265304.0,2.878,55.9,1.8,49.5,Los Angeles
844,06037265305.0,3.99,42.9,0.4,48.4,Los Angeles
845,06037265410.0,1.495,49.2,16.2,84.8,Los Angeles
846,06037265420.0,1.838,48.3,23.3,78.6,Los Angeles
847,06037265510.0,4.663,41.9,8.2,54.8,Los Angeles
848,06037265520.0,5.059,42.2,15.6,61.5,Los Angeles
849,06037265601.0,3.615,52.9,14.1,77.3,Los Angeles
850,06037265602.0,3.044,43.8,31.3,76.1,Los Angeles
851,06037265700.0,4.636,41.7,28.8,78.1,Los Angeles
852,06037267100.0,6.649,47.2,15.9,69.9,Los Angeles
853,06037267200.0,7.004,54.6,16.3,71.3,Los Angeles
854,06037267300.0,4.235,49.7,12.1,56.2,Los Angeles
855,06037267402.0,4.872,51.2,12.5,75.6,Los Angeles
856,06037267403.0,3.0,55.9,8.2,65.8,Los Angeles
857,06037267404.0,3.475,56.1,8.3,67.6,Los Angeles
858,06037267501.0,5.993,51.8,7.1,55.0,Los Angeles
859,06037267502.0,3.632,54.7,9.2,68.0,Los Angeles
860,06037267600.0,2.916,41.8,15.9,47.8,Los Angeles
861,06037267700.0,3.276,56.8,14.9,56.0,Los Angeles
862,06037267800.0,2.666,44.7,18.1,72.5,Los Angeles
863,06037267901.0,2.428,46.0,51.6,74.8,Los Angeles
864,06037267902.0,3.365,45.9,18.1,74.9,Los Angeles
865,06037269000.0,4.813,48.4,21.1,78.6,Los Angeles
866,06037269100.0,4.274,47.4,16.4,84.5,Los Angeles
